"Compiled from boardgamegeek.com by Matt Borthwick",gameID,rating,comment
39397,171,8.5,"Great game, but you should always have an opponent of the same playing level, otherwise this game is no fun (no luck element); you can increase your level by studying, but I only like to do so to a certain extent; besides I think the charm of the game is lost with it."
49932,124742,9,"Netrunner is a fantastic asymmetrical game between a Runner ""Hacker"" and Mega Corporations ""Corps"". The back and forth between the Runner and the Corp starts as soon as the game does. Lots of bluffing on both sides with interesting game play on either side. With the LCG format more and more cards are being introduced to the Meta allowing for customized deck building and increasing the variety from match to match.  The Artwork and lots of flavor text on the cards really captures the dystopian ""Cyberpunk"" future.  FFG has really modernized this title and brought it back much better than before."
117136,181,4,"Eh. It's really not as fun as it looks, essentially a child's version of Axis & Allies. A good primer, perhaps, but it's hard to pull it out of the closet after playing other games with more depth.   Quite amusing how some people who have never played the game assume it is one of the most complicated games ever. Not sure why.."
44860,70323,8,"Initial rating is a 9. Why did I give such a simple game this high a rating? Because it's so much FUN! I LOVE LOVE LOVE this game! It's getting a ton of play time right now. Due to this game's high fun factor, quick playing time, ease of rules explanation, and excellent artwork, this has to be one of the best games in my collection. I can play this with anyone. Everyone I have played it with has absolutely loved it. When we get done playing, everyone is always asking for one more game. I don't see myself ever getting tired of it. I love it and can't wait to see if they produce more goodness for this in the future. The game is perfect by itself, but I highly recommend getting the promo cards from the BGG store. They're not necessary for the game to be great, but I'd still say they're a must-have because of how awesome some of them are.  Update: This is going to a 10. I just love this game!"
110693,110327,7.5,"Great game. Love the theme and mechanics. More plays..."
100467,1234,9,"One of the better story telling games due to the way that it forces a creative group narrative. I do not get to play often, but being creative with friends is a blast."
123207,98778,8,"Birthday gift from Derek."
183874,46,7,"One play so far.  I do find the decisions agonizing though.  Not sure if that is good or bad at this point.  We'll see."
19202,2655,8,"AMAZING! AMAZING! AMAZING!  The only downside to this game, is that is only 2 player, so it doesn't hit the table as often as I'd like."
83808,40834,7,"breathes new life in to a great, but growing stale, game.  mixing the sets really makes dominion shine. rating based on mixing the two sets."
19778,129622,3,"Not much of a game. very few decisions and it takes too long for 4 points. Play to 1 point a few times until the whole group arrives...maybe."
117121,105134,6.1,"The first 5 games were fun.. but then this degenerated quickly into drawn out games that were essentially Risk at their heart.  I think there is a lot of factors that could change the experience for different groups of players.  For us, it became a chore to try and play the complete 15 games and in the end, we didn't finish."
74291,822,6,"Nice gateway game."
165099,148228,8,"good filler. also cities of splendor"
12924,163412,7.5,"I was not expecting much from watching gameplays, but the fun of the game is the puzzle aspect in your mind. You only experience that playing. Good game."
48812,126163,9,"Our first worker placement game. Love the way the wheels work. The play is very smooth and simple, but lots of options and planning ahead. Maybe a little bit unbalanced, but it could  be that certain paths are just easier to execute, while more interesting paths take much more thought and planning. Tight game. We love it. And the components are awesome!"
141300,113924,9,"Captures the Zombie movie feel perfectly. THE go to game for zombie mayhem."
33910,125618,7,"After some number of plays with various variations of players numbers i'm coming to conclusion that this game doesn't live up the somewhat hype it has among other players (at least for me). Yes, it is a step forward from Citadels (which i dislike strongly). But it is still chaotic and unpredictable at times. But the most important thing is that i don't find different roles available fascinating. There are not several good choices in a round. You only have bad, worse and a slightly better choice every time, and often your better choice will be killed/discarded by other players. The game just doesn't satisfy enough to keep selecting roles and play. I have only played online, so i guess that it can rack up another point while playing with a live party of friends, throwing pirate jokes around. And it is ok, but not the most important part of a board game for me."
